published_date,open,high,low,close,per_change,traded_quantity,traded_amount,status
2025-10-16,198.0,198.0,196.0,197.5,0.15,59423.0,11717193.8,0
2025-10-17,198.0,198.0,196.0,197.5,0.15,59423.0,11717193.8,0
2025-10-18,198.0,198.0,196.0,197.5,0.15,59423.0,11717193.8,0
2025-10-19,198.0,200.0,196.0,196.9,-0.3,51032.0,10053109.4,0
2025-10-20,198.0,200.0,196.0,196.9,-0.3,51032.0,10053109.4,0
2025-10-21,198.0,200.0,196.0,196.9,-0.3,51032.0,10053109.4,0
2025-10-22,198.0,200.0,196.0,196.9,-0.3,51032.0,10053109.4,0
2025-10-23,198.0,200.0,196.0,196.9,-0.3,51032.0,10053109.4,0
2025-10-24,198.0,200.0,196.0,196.9,-0.3,51032.0,10053109.4,0
2025-10-25,198.0,200.0,196.0,196.9,-0.3,51032.0,10053109.4,0
2025-10-26,200.0,200.0,195.1,196.2,-0.36,36179.0,7114099.7,0
2025-10-27,200.0,200.0,195.1,196.2,-0.36,36179.0,7114099.7,0
2025-10-28,197.1,204.0,196.0,202.0,2.96,47049.0,9447632.1,0
2025-10-29,205.7,205.7,200.0,200.0,-0.99,50141.0,10122914.4,0
2025-10-30,203.0,204.0,198.5,202.8,1.4,65971.0,13293222.6,0
2025-10-31,203.0,204.0,198.5,202.8,1.4,65971.0,13293222.6,0
2025-11-01,203.0,204.0,198.5,202.8,1.4,65971.0,13293222.6,0
2025-11-02,206.8,206.8,202.0,204.3,0.74,66708.0,13591272.3,0
2025-11-03,203.0,206.8,200.6,201.9,-1.17,63181.0,12780260.8,0
2025-11-04,201.1,203.3,200.1,201.0,-0.45,53400.0,10725190.6,0
2025-11-05,201.0,221.0,201.0,204.8,1.89,102802.0,21055286.5,0
2025-11-06,208.8,208.8,202.3,204.6,-0.1,163366.0,33477500.4,0
2025-11-07,208.8,208.8,202.3,204.6,-0.1,163366.0,33477500.4,0
2025-11-08,208.8,208.8,202.3,204.6,-0.1,163366.0,33477500.4,0
2025-11-09,200.6,201.0,197.2,198.2,-3.13,117407.0,23278479.7,0
2025-11-10,200.0,200.0,195.0,196.4,-0.91,123024.0,24118900.0,0
2025-11-11,196.2,197.0,192.5,196.0,-0.2,127280.0,24731254.1,0
2025-11-12,195.0,196.0,192.0,193.5,-1.28,52326.0,10103916.6,0
2025-11-13,191.0,196.0,191.0,193.9,0.21,90385.0,17404950.8,0
2025-11-14,191.0,196.0,191.0,193.9,0.21,90385.0,17404950.8,0
2025-11-15,191.0,196.0,191.0,193.9,0.21,90385.0,17404950.8,0
2025-11-16,193.0,194.9,191.0,191.0,-1.5,58073.0,11148293.3,0
2025-11-17,191.0,192.9,190.0,190.6,-0.21,75614.0,14431344.4,0
2025-11-18,190.1,193.6,190.0,191.0,0.21,94623.0,18109333.0,0
2025-11-19,192.9,192.9,189.5,190.0,-0.52,69714.0,13269994.7,0
2025-11-20,189.3,192.5,188.8,189.0,-0.53,70119.0,13288841.5,0
2025-11-21,189.3,192.5,188.8,189.0,-0.53,70119.0,13288841.5,0
2025-11-22,189.3,192.5,188.8,189.0,-0.53,70119.0,13288841.5,0
2025-11-23,190.0,207.0,189.4,195.0,3.17,127690.0,24543822.7,0
2025-11-24,197.0,198.0,193.9,197.3,1.18,83883.0,16479012.7,0
2025-11-25,200.0,200.5,195.1,195.7,-0.81,112405.0,22124662.2,0
2025-11-26,195.5,201.9,193.6,198.0,1.18,133353.0,26588571.1,0
2025-11-27,200.0,213.0,198.0,202.0,2.02,213601.0,43143912.0,0
2025-11-28,200.0,213.0,198.0,202.0,2.02,213601.0,43143912.0,0
2025-11-29,200.0,213.0,198.0,202.0,2.02,213601.0,43143912.0,0
2025-11-30,202.0,205.0,199.0,199.0,-1.49,294218.0,59660179.5,0
2025-12-01,197.0,202.0,196.0,198.0,-0.5,87604.0,17313287.1,0
2025-12-02,197.0,199.3,195.4,197.0,-0.51,38571.0,7644916.3,0
2025-12-03,200.9,200.9,193.0,195.0,-1.02,127505.0,24775966.6,0
2025-12-04,200.9,200.9,193.0,195.0,-1.02,127505.0,24775966.6,0
2025-12-05,200.9,200.9,193.0,195.0,-1.02,127505.0,24775966.6,0
2025-12-06,200.9,200.9,193.0,195.0,-1.02,127505.0,24775966.6,0
2025-12-07,197.0,197.0,189.7,192.9,-1.08,117825.0,22593069.3,0
2025-12-08,195.0,195.0,191.0,191.1,-0.93,109707.0,21047167.4,0
2025-12-09,194.0,194.0,190.3,191.2,0.05,50204.0,9622330.1,0
2025-12-10,194.9,194.9,190.3,191.0,-0.1,56588.0,10822865.1,0
2025-12-11,190.5,192.9,190.0,191.2,0.1,54778.0,10471460.2,0
2025-12-12,190.5,192.9,190.0,191.2,0.1,54778.0,10471460.2,0
2025-12-13,190.5,192.9,190.0,191.2,0.1,54778.0,10471460.2,0
2025-12-14,194.0,194.0,190.5,190.8,-0.21,43702.0,8349068.6,0
2025-12-15,190.0,193.0,190.0,192.9,1.1,67565.0,12956606.2,0
2025-12-16,194.0,194.0,191.7,193.0,0.05,50559.0,9737850.0,0
2025-12-17,194.9,194.9,191.6,193.0,0.0,47578.0,9155874.4,0
2025-12-18,194.9,194.9,191.2,191.8,-0.62,41181.0,7895486.0,0
2025-12-19,194.9,194.9,191.2,191.8,-0.62,41181.0,7895486.0,0
2025-12-20,194.9,194.9,191.2,191.8,-0.62,41181.0,7895486.0,0
2025-12-21,191.1,193.9,190.0,190.2,-0.83,57982.0,11080933.5,0
2025-12-22,194.0,194.0,188.0,189.7,-0.26,90967.0,17216503.8,0
2025-12-23,192.9,192.9,188.0,188.0,-0.9,80175.0,15096675.3,0
2025-12-24,187.9,189.0,187.0,187.9,-0.05,79471.0,14919956.6,0
2025-12-25,187.9,189.0,187.0,187.9,-0.05,79471.0,14919956.6,0
2025-12-26,187.9,189.0,187.0,187.9,-0.05,79471.0,14919956.6,0
2025-12-27,187.9,189.0,187.0,187.9,-0.05,79471.0,14919956.6,0
2025-12-28,189.0,193.0,188.6,193.0,2.71,133425.0,25410211.6,0
2025-12-29,196.0,196.0,192.0,192.0,-0.52,75621.0,14603747.7,0
2025-12-30,196.0,196.0,192.0,192.0,-0.52,75621.0,14603747.7,0
2025-12-31,192.0,195.5,191.0,193.0,0.52,90433.0,17531694.9,0
2026-01-01,193.0,194.9,191.1,191.5,-0.78,191570.0,37069906.5,0
2026-01-02,193.0,194.9,191.1,191.5,-0.78,191570.0,37069906.5,0
2026-01-03,193.0,194.9,191.1,191.5,-0.78,191570.0,37069906.5,0
2026-01-04,193.0,193.5,190.3,191.8,0.16,68376.0,13126235.8,0
2026-01-05,192.0,193.9,191.5,192.4,0.31,72599.0,13999474.3,0
2026-01-06,193.6,197.4,192.3,193.0,0.31,108737.0,21167261.3,0
2026-01-07,193.5,195.0,191.4,192.0,-0.52,62613.0,12022614.1,0
2026-01-08,191.0,193.8,190.0,192.0,0.0,63496.0,12126408.0,0
2026-01-09,191.0,193.8,190.0,192.0,0.0,63496.0,12126408.0,0
2026-01-10,191.0,193.8,190.0,192.0,0.0,63496.0,12126408.0,0
2026-01-11,191.0,193.8,190.0,192.0,0.0,63496.0,12126408.0,0
2026-01-12,192.0,193.0,190.6,192.0,0.0,52278.0,10040281.9,0
2026-01-13,188.2,211.0,188.2,192.0,0.0,82637.0,15886000.7,0
2026-01-14,190.8,193.5,190.8,190.9,-0.57,52883.0,10130238.7,0
2026-01-15,190.8,193.5,190.8,190.9,-0.57,52883.0,10130238.7,0
2026-01-16,190.8,193.5,190.8,190.9,-0.57,52883.0,10130238.7,0
2026-01-17,190.8,193.5,190.8,190.9,-0.57,52883.0,10130238.7,0
2026-01-18,193.0,194.5,191.0,194.5,1.89,92372.0,17827358.1,0
2026-01-19,193.0,194.5,191.0,194.5,1.89,92372.0,17827358.1,0
2026-01-20,198.0,198.0,194.1,195.8,0.67,134396.0,26366649.6,0
2026-01-21,196.0,197.0,193.0,195.0,-0.41,87940.0,17120032.9,0
2026-01-22,198.0,198.0,192.2,196.0,0.51,65476.0,12688771.3,0
2026-01-23,198.0,198.0,192.2,196.0,0.51,65476.0,12688771.3,0
2026-01-24,198.0,198.0,192.2,196.0,0.51,65476.0,12688771.3,0
2026-01-25,196.7,201.0,195.1,200.9,2.5,213039.0,42270891.0,0
2026-01-26,204.0,204.8,198.0,199.0,-0.95,163831.0,32825457.5,0
2026-01-27,202.0,202.0,195.0,195.5,-1.76,133110.0,26240406.8,0
2026-01-28,191.6,195.4,191.4,193.0,-1.28,138773.0,26726105.3,0
2026-01-29,195.8,195.9,190.5,195.0,1.04,249119.0,48069637.4,0
2026-01-30,195.8,195.9,190.5,195.0,1.04,249119.0,48069637.4,0
2026-01-31,195.8,195.9,190.5,195.0,1.04,249119.0,48069637.4,0
2026-02-01,198.8,198.8,191.5,192.0,-1.54,111437.0,21497098.3,0
2026-02-02,189.5,194.0,189.5,192.5,0.26,121725.0,23424445.5,0
2026-02-03,191.4,193.8,191.1,193.0,0.26,93989.0,18064691.7,0
2026-02-04,190.0,200.0,190.0,191.5,-0.78,186001.0,36149451.7,0
2026-02-05,192.0,192.9,191.6,192.3,0.42,92817.0,17831921.6,0
2026-02-06,192.0,192.9,191.6,192.3,0.42,92817.0,17831921.6,0
2026-02-07,192.0,192.9,191.6,192.3,0.42,92817.0,17831921.6,0
2026-02-08,194.0,194.0,190.1,190.3,-1.04,172367.0,32932287.3,0
2026-02-09,193.0,193.0,189.8,190.0,-0.16,111173.0,21139584.8,0
2026-02-10,190.0,191.9,189.0,190.4,0.21,98284.0,18646485.3,0
2026-02-11,191.0,194.1,190.0,191.0,0.32,111534.0,21310434.7,0
2026-02-12,192.0,192.0,188.7,190.0,-0.52,118627.0,22541037.6,0
2026-02-13,192.0,192.0,188.7,190.0,-0.52,118627.0,22541037.6,0
2026-02-14,192.0,192.0,188.7,190.0,-0.52,118627.0,22541037.6,0
2026-02-15,192.0,192.0,188.7,190.0,-0.52,118627.0,22541037.6,0
2026-02-16,193.0,193.0,188.3,189.9,-0.05,87262.0,16550585.3,0
2026-02-17,189.1,190.7,186.7,187.0,-1.53,152076.0,28649114.3,0
2026-02-18,189.1,190.7,186.7,187.0,-1.53,152076.0,28649114.3,0
2026-02-19,189.1,190.7,186.7,187.0,-1.53,152076.0,28649114.3,0
2026-02-20,189.1,190.7,186.7,187.0,-1.53,152076.0,28649114.3,0
2026-02-21,189.1,190.7,186.7,187.0,-1.53,152076.0,28649114.3,0
2026-02-22,187.0,188.0,185.5,186.0,-0.53,231146.0,43090148.6,0
2026-02-23,186.0,187.0,184.5,185.0,-0.54,212186.0,39309626.6,0
2026-02-24,185.0,187.0,184.5,184.6,-0.22,110756.0,20487328.6,0
2026-02-25,186.0,188.0,185.0,187.9,1.79,174944.0,32480386.4,0
2026-02-26,191.0,191.0,186.0,187.5,-0.21,72485.0,13618961.3,0
2026-02-27,191.0,191.0,186.0,187.5,-0.21,72485.0,13618961.3,0
2026-02-28,191.0,191.0,186.0,187.5,-0.21,72485.0,13618961.3,0
2026-03-02,191.2,191.5,184.2,191.0,1.87,98897.0,18647729.6,0
2026-03-03,194.8,195.0,189.3,194.9,2.04,169998.0,32860161.2,0
